Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?) so (.*),"Alpha particles are positive, so they might be repelled by any areas of positive charge inside the gold atoms.","Alpha particles are positive,",they might be repelled by any areas of positive charge inside the gold atoms.
(.*?) as (.*),"Assuming a plum pudding model of the atom, Rutherford predicted that the areas of positive charge in the gold atoms would deflect, or bend, the path of all the alpha particles as they passed through.","Assuming a plum pudding model of the atom, Rutherford predicted that the areas of positive charge in the gold atoms would deflect, or bend, the path of all the alpha particles",they passed through.
(.*?) as (.*),Most of the alpha particles passed straight through the gold foil as though it wasnt there.,Most of the alpha particles passed straight through the gold foil,though it wasnt there.
(.*?)(?:by|through) (.*),The particles seemed to be passing through empty space.,The particles seemed to be passing ,empty space.
(.*?) as (.*),"Only a few of the alpha particles were deflected from their straight path, as Rutherford had predicted.","Only a few of the alpha particles were deflected from their straight path,",Rutherford had predicted.
(.*?)(?:by|through) (.*),"A: You can infer that most of the alpha particles were not repelled by any positive charge, whereas a few were repelled by a strong positive charge.",A: You can infer that most of the alpha particles were not repelled ,"any positive charge, whereas a few were repelled by a strong positive charge."
(.*?) for (.*),The rest of the atom is empty space except for the electrons scattered through it.,The rest of the atom is empty space except,the electrons scattered through it.
(.*?) why (.*),Thats why his model is called the planetary model.,Thats,his model is called the planetary model.
(.*?)(?:by|through) (.*),"That research would be undertaken by later scientists, beginning with Niels Bohr in 1913.",That research would be undertaken ,"later scientists, beginning with Niels Bohr in 1913."
(.*?) for (.*),"In 1804, almost a century before the nucleus was discovered, the English scientist John Dalton provided evidence for the existence of the atom.","In 1804, almost a century before the nucleus was discovered, the English scientist John Dalton provided evidence",the existence of the atom.
(.*?)(?:by|through) (.*),"He thought that an atom was like a plum pudding, consisting mostly of positively charged matter with negative electrons scattered through it.","He thought that an atom was like a plum pudding, consisting mostly of positively charged matter with negative electrons scattered ",it.
(.*?) as (.*),"Through his clever research, Rutherford showed that the positive charge of an atom is confined to a tiny massive region at the center of the atom, rather than being spread evenly throughout the pudding of the atom as Thomson had suggested.","Through his clever research, Rutherford showed that the positive charge of an atom is confined to a tiny massive region at the center of the atom, rather than being spread evenly throughout the pudding of the atom",Thomson had suggested.
(.*?) because (.*),Structural formulas are often used to represent hydrocarbon compounds because the molecules can have different shapes and a structural formula shows how the atoms are arranged.,Structural formulas are often used to represent hydrocarbon compounds,the molecules can have different shapes and a structural formula shows how the atoms are arranged.
(.*?) (?:imply|implies|implied|indicate|indicates|indicated) (.*),The first part of the name indicates how many carbon atoms each molecule of the alkane has.,The first part of the name,how many carbon atoms each molecule of the alkane has.
(.*?)(?:by|through) (.*),The boiling and melting points of alkanes are determined mainly by the number of carbon atoms they have.,The boiling and melting points of alkanes are determined mainly ,the number of carbon atoms they have.
(.*?) so (.*),"A: Alkanes with more carbon atoms have higher boiling and melting points, so some of them are solids at room temperature.","A: Alkanes with more carbon atoms have higher boiling and melting points,",some of them are solids at room temperature.
(.*?) because (.*),They are called saturated because each carbon atom is bonded to as many hydrogen atoms as possible.,They are called saturated,each carbon atom is bonded to as many hydrogen atoms as possible.
(.*?) for (.*),Q: What is the chemical formula for ethane?,Q: What is the chemical formula,ethane?
(.*?) as (.*),"May June July August September October November December Average Number of Tornadoes 17 33 74 371 279 251 122 57 39 65 39 34 Line graphs are especially useful for showing changes over time, or time trends in data, such as how the average number of tornadoes varies throughout the year.","May June July August September October November December Average Number of Tornadoes 17 33 74 371 279 251 122 57 39 65 39 34 Line graphs are especially useful for showing changes over time, or time trends in data, such",how the average number of tornadoes varies throughout the year.
(.*?)(?:by|through) (.*),"Based on the line graph above, describe the trend in tornado numbers by month throughout the course of a year.","Based on the line graph above, describe the trend in tornado numbers ",month throughout the course of a year.
(.*?)(?:by|through) (.*),This is followed by a relatively slow decline throughout the rest of the year.,This is followed ,a relatively slow decline throughout the rest of the year.
(.*?) as (.*),"7.4 2.2 2.1 2.1 2.1 2.0 1.9 1.7 1.7 1.6 Bar graphs are especially useful for comparing values for different things, such as the average numbers of tornadoes for different cities.","7.4 2.2 2.1 2.1 2.1 2.0 1.9 1.7 1.7 1.6 Bar graphs are especially useful for comparing values for different things, such",the average numbers of tornadoes for different cities.
(.*?) for (.*),"Therefore, a bar graph is a good choice for displaying the data in theTable 1.1.","Therefore, a bar graph is a good choice",displaying the data in theTable 1.1.
(.*?) for (.*),The data in Table 1.2 shows the percent of all U.S. tornadoes by tornado strength for the years 1986 to 1995.,The data in Table 1.2 shows the percent of all U.S. tornadoes by tornado strength,the years 1986 to 1995.
(.*?) as (.*),"2.6% 0.7% 0.1% Circle graphs are used to show percents (or fractions) of a whole, such as the percents of F0 to F5 tornadoes out of all tornadoes.","2.6% 0.7% 0.1% Circle graphs are used to show percents (or fractions) of a whole, such",the percents of F0 to F5 tornadoes out of all tornadoes.
(.*?) for (.*),"Therefore, a circle graph is a good choice for the data in the table.","Therefore, a circle graph is a good choice",the data in the table.
(.*?) if (.*),What if the Table 1.2 on tornado strength listed the numbers of tornadoes rather than the percents of tornadoes?,What,the Table 1.2 on tornado strength listed the numbers of tornadoes rather than the percents of tornadoes?
(.*?) for (.*),Each type of graph is suitable for showing a different type of data.,Each type of graph is suitable,showing a different type of data.
